index;t;x0;x1;x2;x3;x4;x5;x6;x7;y0;y1
1.0;0.0;-0.05625297566397919;0.026546772588341552;-0.0750973987875051;-0.14432873565756685;-0.06676278244469262;0.06390629688527553;0.07323170889096546;-0.0027487935552022442;-1.0;0.9847167561400216
2.0;0.0;-0.03586359449032322;-0.003507002979783876;0.04503233408919761;0.006455760053119428;0.03065350043495666;0.0027329566246671474;-0.07978648816742545;-0.005571231893871334;-1.0;0.9874052736403213
3.0;0.0;0.007690744702489834;-0.06244906556425146;0.0415459879358496;-0.03088766636931563;-0.002038456595185111;0.09638501698437697;-0.023087689545939875;-0.03791564093420446;1.0;0.999999998255409
4.0;0.0;-0.015599029302065899;-0.033212144805832136;-0.06313752181936208;-0.010959782533538765;0.007526124798953234;0.010575187414230185;-0.0026839138145490333;-0.07117464471437995;-1.0;0.9868129557090012
5.0;0.0;-0.06360924630484864;0.017645003541032288;0.07168281354385274;6.343529769659755E-4;0.011810395015584264;0.03551572116828508;0.0942856690388326;-0.014447721742658707;-1.0;0.9869247311594455
6.0;0.0;-0.005115875005252726;-0.025747928735978323;-0.07803918567490664;0.030587119359140026;0.023359619712227588;-0.012974359082726967;0.001557427069951943;-0.03917607891461331;-1.0;0.9872213806448136
7.0;0.0;-0.0505105442473094;-0.021486040864112155;0.008198223830467286;-0.018728816515918064;-0.009998035998340607;0.002841735113312775;0.05416985439371951;-0.010025252370126143;-1.0;0.9863457884234517
8.0;0.0;-0.026654804291649625;-9.536945322639288E-4;-0.038627676254930854;0.01666759929282546;-0.0037438653037083314;-0.03261981204967763;-0.054671601024631346;-0.05054211559105237;-1.0;0.986514371800413
9.0;0.0;0.1131611742749281;0.06967544864943837;-0.010091304093713093;-0.08881310251594829;-0.0022185364549459695;-0.007759042479053818;0.08498380264020981;0.003942194644142118;0.9999189049382179;0.9999988054637078
10.0;0.0;0.003888350349530197;0.0051237375859155875;0.07033721998973824;-0.0022231436287557904;-0.002243457645267614;-0.031022843703642413;-0.11012731843824404;0.04987674490365244;1.0;0.9999999996389611
1.0;0.016666666666666666;0.08702050075864888;-0.010601941456334136;0.0026086328746825673;0.20029684080445462;0.9585711883831906;5.34708176435182E-4;0.05419781445904698;-0.10084809141528828;0.9999598370028339;0.999999910201432
2.0;0.016666666666666666;-0.012296156559266233;0.04049819458856111;-0.026545130123629232;0.8581526617512683;0.9847148700442624;0.9969628159455162;0.9101348876292326;0.07457605711520714;-1.0;0.9981213884396781
3.0;0.016666666666666666;-0.052210437827045764;-0.06135018957923404;0.05303295286070922;1.0755839774741722;-0.031331686510376655;1.0154044534037938;0.9903930287068887;-0.0498056771952565;-1.0;0.9857548319946757
4.0;0.016666666666666666;-0.03601222240923536;-0.04838277605164815;0.018116820061704612;1.0769610150643765;0.9779003836919361;1.0095508104585553;4.260804388626126E-4;1.0179920774472604;-1.0;0.998095634169789
5.0;0.016666666666666666;-0.005149663540997641;-0.04179269147124837;-0.018661234304712473;0.9095618492787696;-0.08081548770094231;1.0163586981738617;0.9593679411148508;0.9961789432736472;-1.0;0.9842845442241104
6.0;0.016666666666666666;-0.037494363858314304;0.0017883186325283195;-0.060167615232935026;0.9541959065027187;0.9454659703282713;0.9415865069331796;-0.0756248684097612;1.0000989177511477;-1.0;0.9979681350416616
7.0;0.016666666666666666;-0.010404113720696044;0.08658714897779285;-0.06904608948446099;1.0129567341157155;0.01648511771881447;0.9546704715841263;1.0583924698319525;0.9509623215996733;-1.0;0.9870456198560218
8.0;0.016666666666666666;-0.011490675569088601;-0.035901563029754384;0.03100598927553575;0.24496669826546175;1.038282183558494;-0.03792912960447841;0.008374254761276418;0.0773748501357826;-1.0;0.9983120854399432
9.0;0.016666666666666666;0.022054617135643342;0.05219287985715452;-0.05002504181644855;1.0066817134678938;1.0205839902998954;-0.039187535992728756;0.9334509438851037;0.9976539932657261;0.9999999999999799;0.9999999972953604
10.0;0.016666666666666666;-0.10691481600108942;0.012226564925170394;0.01815875463922783;0.982037100380938;0.023066154038457114;-0.0022985193173161527;0.9588414888047253;0.8965601585956289;-0.9999999999869732;0.987213926234014
1.0;0.03333333333333333;0.26040671275687943;0.17754640040465358;0.1921625318453217;0.412782317711354;0.976482862259016;0.002372295285632254;0.060565148118515405;-0.08628041326513065;0.9906622742410008;0.9999984884630474
2.0;0.03333333333333333;-0.029850371839973924;0.24694031898967966;0.33520385585033374;0.21590238734948014;0.9336887363105105;0.9575823823586145;1.05365534748972;-0.07184975526791913;-1.0;0.9979197578098133
3.0;0.03333333333333333;-0.24851838153966732;0.28908669245057184;0.23756903874771695;-0.4496034161727449;0.07419017971254425;0.8944406255147528;1.0350402043905074;0.05288375502879168;-0.9998686337978068;0.9884494841202127
4.0;0.03333333333333333;0.06626011676922311;0.17657248759312416;0.21354038277593;0.585918669410002;0.9751319123577723;0.931068448054218;-0.013124410038974367;0.9884381639441728;0.9999965866533637;0.9999999567088704
5.0;0.03333333333333333;-0.49050194244038736;0.15057583779185404;0.1220457182774962;-0.4892026103742596;-0.01703898470088162;0.95816395952203;1.0448885164095068;1.0522535699537918;-0.8343190500453861;0.9861534916266684
6.0;0.03333333333333333;0.051998462465746007;0.241316095891061;0.10041564908914649;0.9173900803971983;1.0471405962403293;1.0001724489919248;-0.07959551692405542;0.9316728902251136;0.9999997558498;0.9999999795072376
7.0;0.03333333333333333;-0.4586634093893395;0.04047496609318192;0.0223020315265081;-0.5465082273571706;-0.056333006673924484;1.0437132030588558;1.0030883363592755;1.0267524101574663;-0.8994370577113783;0.9850298941921062
8.0;0.03333333333333333;0.021914597253140294;0.333195412468542;0.24923079332046044;0.39347259532025197;0.9129276798311408;-0.012292286168149884;0.04131785721299888;0.09951973798293168;0.9999999999999886;0.9999999967101934
9.0;0.03333333333333333;-0.5258428710974377;0.20603292594798792;0.23396210597207479;0.1872790798452118;1.0862177495312804;0.037022048938001505;1.015242053775272;0.9209548996178756;-0.5784269394690862;0.9984662744072124
10.0;0.03333333333333333;-0.8130298092006663;0.06316127365899378;-0.00798246418040481;-0.29754366073095706;0.06039983506372146;0.07771845357673382;0.9631216760127606;0.9378091975385259;-0.830774635852305;0.9881283963488057
1.0;0.05;0.28461527686631505;0.32836314802576977;0.13187538918084937;0.39681344583247696;1.0218345101174466;0.09285406056077167;-0.08339225851363284;2.5838983076207495E-4;0.9881369850821587;0.9999982967126431
2.0;0.05;0.19434768332699812;0.18371842669730568;0.38423669950307227;0.28758807193050884;1.0496323031255104;1.0330308533567183;1.0027465126213915;0.015601942120696505;0.9962275010185104;0.9999994071240849
3.0;0.05;-0.42653282467080406;0.25112629504172357;0.3798826527772057;-0.24525145612507318;0.047336379473701735;0.9352470324562946;1.0660722279963049;0.016119379883245116;-0.9918589217637808;0.9878160550622879
4.0;0.05;0.23462927994317279;0.248409758661859;0.23487051488095445;1.0606475988502537;0.960272902816353;1.0813897096271397;-0.007035803089917435;0.9862074057531547;0.9933424028481584;0.9999988387359094
5.0;0.05;-0.6266565650984058;0.09111719899332918;0.34786343810200626;-0.23347121620662603;0.03123056688529261;1.0235231503377569;0.9868908187962746;1.0599734052827126;-0.961066468707751;0.9874197098626523
6.0;0.05;0.2601451003466482;0.4049459114429058;0.13546746923158007;0.9952396867408133;1.039715690966869;0.9879739939892784;0.005928562965027475;0.9787201816023735;0.9907367070714944;0.999998731032846
7.0;0.05;-0.31475582304033334;0.1978798498762639;0.3007216569616514;-0.2386007518008726;-0.014342916643482176;1.038831822959769;1.0157956983761567;1.0072833074877143;-0.9924036824877714;0.9862274401897952
8.0;0.05;0.021855363364100718;0.5992282066137073;0.1602835819798379;0.3802084013339372;0.9591011303949951;0.1182409730375622;0.0324574743213528;0.062019028658528465;0.9999999999999882;0.9999999970315175
9.0;0.05;-0.5576378088839304;0.3820044922222865;0.035820419675655704;0.19678706081750627;0.9401180971961233;0.05108375145164406;1.0293740038989243;0.8901216558372991;-0.514366617403953;0.9979463085280071
10.0;0.05;-0.9967207263969899;0.25072390218616525;-0.010280652281450635;-0.07900293154916015;0.027718498119426106;0.03752430825961924;1.0147152278722302;1.009175732160983;-0.8096779241854092;0.987331594796828
1.0;0.06666666666666667;0.2578539702505807;0.26775874964115254;0.09624939349655354;0.5414023420445323;0.8863021211011292;0.06975032447136978;0.005794681741082473;-0.08265324443388246;0.9916310883856586;0.9999982692631401
2.0;0.06666666666666667;0.3008969636492729;0.13904738538251638;0.29811060559588237;0.37283242305448716;0.9789447352407863;1.0130812921675245;1.1036329681633597;-9.418445930228401E-4;0.9861809240401832;0.9999977417216547
3.0;0.06666666666666667;-0.48119679869626236;0.054855899688438375;0.3890328062211464;-0.08220331668758149;0.011788049461570353;0.9788281629075262;1.103429596261376;-0.03862830976565145;-0.9955185777602003;0.9869241506186456
4.0;0.06666666666666667;0.23219732948280625;0.16558120671262022;0.1619500344609995;1.0865900957848176;0.9946009969707976;1.0049790185602268;0.050818031632001104;0.9294100672194306;0.9932820374221475;0.9999989300127345
5.0;0.06666666666666667;-0.44045559196379286;0.059429121651101924;0.33998790313103877;-0.10299647617376045;-0.036961431644789614;0.9901551402404194;1.0062487561671178;1.0257366070484477;-0.918302567342087;0.9855946940777823
6.0;0.06666666666666667;0.18612241598393106;0.2760666857332075;0.12246583289991336;0.9928947348161241;0.9918523790098829;1.0196690432218862;-0.06640945156282455;0.9234166159933666;0.9970024437357522;0.9999994144143142
