solver.mapper.target.function.inner.inner;randomGenerator.seed;solver.mapper.target.signals;iterations;evals;births;elapsed.seconds;all→size;firsts→size;lasts→size;all→each[genotype]→uniqueness;all→each[solution]→uniqueness;all→each[fitness]→uniqueness;best→fitness→s.task.l.xVelocity;best→genotype→size
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;11;1200;1200;401.217;100;1;1;1.0;1.0;1.0;2.412910031522121;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;11;1200;1200;398.342;100;1;1;1.0;1.0;1.0;2.4263602436222302;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;12;1300;1300;433.859;100;1;1;1.0;1.0;1.0;2.412724106054155;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;12;1300;1300;433.859;100;1;1;1.0;1.0;1.0;2.412910031522121;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;12;1300;1300;432.067;100;1;1;1.0;1.0;1.0;2.4263602436222302;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;13;1400;1400;468.219;100;1;1;1.0;1.0;1.0;2.412724106054155;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;13;1400;1400;469.282;100;1;1;1.0;1.0;1.0;2.412910031522121;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;13;1400;1400;468.03;100;1;1;1.0;1.0;1.0;2.4263602436222302;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;14;1500;1500;504.112;100;1;1;1.0;1.0;1.0;2.412724106054155;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;14;1500;1500;505.253;100;1;1;1.0;1.0;1.0;2.4374200548954876;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;14;1500;1500;503.089;100;1;1;1.0;1.0;1.0;2.5618499667999433;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;15;1600;1600;539.845;100;1;1;1.0;1.0;1.0;2.412724106054155;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;15;1600;1600;539.74;100;1;1;1.0;1.0;1.0;2.4374200548954876;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;15;1600;1600;537.991;100;1;1;1.0;1.0;1.0;2.5618499667999433;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;16;1700;1700;573.908;100;1;1;1.0;1.0;1.0;2.412724106054155;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;16;1700;1700;574.537;100;1;1;1.0;1.0;1.0;2.4374200548954876;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;16;1700;1700;572.719;100;1;1;1.0;1.0;1.0;2.5618499667999433;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;17;1800;1800;608.578;100;1;1;1.0;1.0;1.0;2.4487492042767673;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;17;1800;1800;610.192;100;1;1;1.0;1.0;1.0;2.4374200548954876;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;17;1800;1800;608.063;100;1;1;1.0;1.0;1.0;2.5618499667999433;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;18;1900;1900;644.374;100;1;1;1.0;1.0;1.0;2.4487492042767673;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;18;1900;1900;644.567;100;1;1;1.0;1.0;1.0;2.4374200548954876;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;18;1900;1900;641.97;100;1;1;1.0;1.0;1.0;2.5618499667999433;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;19;2000;2000;678.849;100;1;1;1.0;1.0;1.0;2.4487492042767673;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;19;2000;2000;678.662;100;1;1;1.0;1.0;1.0;2.477650520358418;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;19;2000;2000;677.139;100;1;1;1.0;1.0;1.0;2.5618499667999433;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;20;2100;2100;712.001;100;1;1;1.0;1.0;1.0;2.4487492042767673;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;20;2100;2100;712.389;100;1;1;1.0;1.0;1.0;2.5746528696509365;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;20;2100;2100;711.489;100;1;1;1.0;1.0;1.0;2.5618499667999433;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;21;2200;2200;746.536;100;1;1;1.0;1.0;1.0;2.4487492042767673;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;21;2200;2200;747.144;100;1;1;1.0;1.0;1.0;2.5746528696509365;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;21;2200;2200;745.329;100;1;1;1.0;1.0;1.0;2.6076764806121364;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;22;2300;2300;780.199;100;1;1;1.0;1.0;1.0;2.4487492042767673;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;22;2300;2300;781.701;100;1;1;1.0;1.0;1.0;2.5746528696509365;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;22;2300;2300;779.838;100;1;1;1.0;1.0;1.0;2.6076764806121364;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;23;2400;2400;813.518;100;1;1;1.0;1.0;1.0;2.4487492042767673;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;23;2400;2400;816.382;100;1;1;1.0;1.0;1.0;2.5746528696509365;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;23;2400;2400;812.642;100;1;1;1.0;1.0;1.0;2.6076764806121364;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;24;2500;2500;848.5;100;1;1;1.0;1.0;1.0;2.4487492042767673;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;24;2500;2500;851.121;100;1;1;1.0;1.0;1.0;2.6188267703945134;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;24;2500;2500;846.6;100;1;1;1.0;1.0;1.0;2.6076764806121364;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;25;2600;2600;883.727;100;1;1;1.0;1.0;1.0;2.4487492042767673;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;25;2600;2600;883.593;100;1;1;1.0;1.0;1.0;2.6188267703945134;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;25;2600;2600;881.263;100;1;1;1.0;1.0;1.0;2.6076764806121364;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;26;2700;2700;917.921;100;1;1;1.0;1.0;1.0;2.4487492042767673;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;26;2700;2700;918.868;100;1;1;1.0;1.0;1.0;2.6188267703945134;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;26;2700;2700;917.123;100;1;1;1.0;1.0;1.0;2.6076764806121364;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;27;2800;2800;953.646;100;1;1;1.0;1.0;1.0;2.49977915314187;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;27;2800;2800;953.999;100;1;1;1.0;1.0;1.0;2.62452987850838;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;27;2800;2800;952.597;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;28;2900;2900;988.11;100;1;1;1.0;1.0;1.0;2.49977915314187;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;28;2900;2900;989.706;100;1;1;1.0;1.0;1.0;2.62452987850838;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;28;2900;2900;987.09;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;29;3000;3000;1023.83;100;1;1;1.0;1.0;1.0;2.49977915314187;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;29;3000;3000;1025.284;100;1;1;1.0;1.0;1.0;2.62452987850838;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;29;3000;3000;1022.826;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;30;3100;3100;1061.009;100;1;1;1.0;1.0;1.0;2.49977915314187;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;30;3100;3100;1059.757;100;1;1;1.0;1.0;1.0;2.62452987850838;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;30;3100;3100;1059.0;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;31;3200;3200;1094.904;100;1;1;1.0;1.0;1.0;2.49977915314187;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;31;3200;3200;1095.269;100;1;1;1.0;1.0;1.0;2.62452987850838;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;31;3200;3200;1093.536;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;32;3300;3300;1129.57;100;1;1;1.0;1.0;1.0;2.49977915314187;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;32;3300;3300;1131.214;100;1;1;1.0;1.0;1.0;2.62452987850838;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;32;3300;3300;1130.174;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;33;3400;3400;1166.154;100;1;1;1.0;1.0;1.0;2.49977915314187;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;33;3400;3400;1167.508;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;33;3400;3400;1165.304;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;34;3500;3500;1200.781;100;1;1;1.0;1.0;1.0;2.49977915314187;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;34;3500;3500;1202.229;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;34;3500;3500;1199.099;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;35;3600;3600;1234.783;100;1;1;1.0;1.0;1.0;2.506083447843615;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;35;3600;3600;1235.97;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;35;3600;3600;1233.54;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;36;3700;3700;1269.977;100;1;1;1.0;1.0;1.0;2.5604961890577727;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;36;3700;3700;1271.659;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;36;3700;3700;1269.271;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;37;3800;3800;1304.193;100;1;1;1.0;1.0;1.0;2.5604961890577727;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;37;3800;3800;1304.973;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;37;3800;3800;1303.789;100;1;1;1.0;1.0;1.0;2.6633755889489126;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;38;3900;3900;1339.336;100;1;1;1.0;1.0;1.0;2.5604961890577727;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;38;3900;3900;1341.416;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;38;3900;3900;1340.742;100;1;1;1.0;1.0;1.0;2.688263683259382;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;39;4000;4000;1374.742;100;1;1;1.0;1.0;1.0;2.5604961890577727;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;39;4000;4000;1375.98;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;39;4000;4000;1375.887;100;1;1;1.0;1.0;1.0;2.688263683259382;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;40;4100;4100;1411.113;100;1;1;1.0;1.0;1.0;2.576597604827212;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;40;4100;4100;1414.364;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;40;4100;4100;1411.975;100;1;1;1.0;1.0;1.0;2.688263683259382;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;41;4200;4200;1447.905;100;1;1;1.0;1.0;1.0;2.576597604827212;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;41;4200;4200;1448.754;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;41;4200;4200;1447.296;100;1;1;1.0;1.0;1.0;2.688263683259382;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;42;4300;4300;1484.173;100;1;1;1.0;1.0;1.0;2.576597604827212;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;42;4300;4300;1484.733;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;42;4300;4300;1482.613;100;1;1;1.0;1.0;1.0;2.688263683259382;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;43;4400;4400;1519.161;100;1;1;1.0;1.0;1.0;2.576597604827212;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;43;4400;4400;1521.566;100;1;1;1.0;1.0;1.0;2.6679564527531494;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;43;4400;4400;1519.56;100;1;1;1.0;1.0;1.0;2.688263683259382;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;44;4500;4500;1554.847;100;1;1;1.0;1.0;1.0;2.616998987507402;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;44;4500;4500;1557.397;100;1;1;1.0;1.0;1.0;2.6822560100562374;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;44;4500;4500;1555.849;100;1;1;1.0;1.0;1.0;2.688263683259382;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;45;4600;4600;1590.655;100;1;1;1.0;1.0;1.0;2.616998987507402;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;45;4600;4600;1591.159;100;1;1;1.0;1.0;1.0;2.6822560100562374;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;45;4600;4600;1589.963;100;1;1;1.0;1.0;1.0;2.688263683259382;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;46;4700;4700;1626.539;100;1;1;1.0;1.0;1.0;2.616998987507402;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;46;4700;4700;1626.603;100;1;1;1.0;1.0;1.0;2.6822560100562374;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;46;4700;4700;1624.328;100;1;1;1.0;1.0;1.0;2.688263683259382;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;47;4800;4800;1659.87;100;1;1;1.0;1.0;1.0;2.616998987507402;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;47;4800;4800;1660.748;100;1;1;1.0;1.0;1.0;2.6822560100562374;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;47;4800;4800;1659.611;100;1;1;1.0;1.0;1.0;2.6957378284075655;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;48;4900;4900;1694.401;100;1;1;1.0;1.0;1.0;2.616998987507402;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;48;4900;4900;1695.438;100;1;1;1.0;1.0;1.0;2.6822560100562374;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;48;4900;4900;1694.307;100;1;1;1.0;1.0;1.0;2.6957378284075655;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;49;5000;5000;1729.163;100;1;1;1.0;1.0;1.0;2.616998987507402;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;49;5000;5000;1730.318;100;1;1;1.0;1.0;1.0;2.6822560100562374;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;49;5000;5000;1726.868;100;1;1;1.0;1.0;1.0;2.7981071255925842;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;50;5100;5100;1763.859;100;1;1;1.0;1.0;1.0;2.616998987507402;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;50;5100;5100;1764.071;100;1;1;1.0;1.0;1.0;2.6822560100562374;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;50;5100;5100;1762.213;100;1;1;1.0;1.0;1.0;2.7981071255925842;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;51;5200;5200;1799.166;100;1;1;1.0;1.0;1.0;2.657952702403765;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;51;5200;5200;1798.815;100;1;1;1.0;1.0;1.0;2.6822560100562374;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;51;5200;5200;1797.113;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;52;5300;5300;1833.465;100;1;1;1.0;1.0;1.0;2.657952702403765;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;52;5300;5300;1833.519;100;1;1;1.0;1.0;1.0;2.6822560100562374;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;52;5300;5300;1833.101;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;53;5400;5400;1869.891;100;1;1;1.0;1.0;1.0;2.657952702403765;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;53;5400;5400;1870.708;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;53;5400;5400;1869.06;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;54;5500;5500;1906.038;100;1;1;1.0;1.0;1.0;2.657952702403765;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;54;5500;5500;1907.505;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;54;5500;5500;1904.095;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;55;5600;5600;1941.122;100;1;1;1.0;1.0;1.0;2.657952702403765;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;55;5600;5600;1942.106;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;55;5600;5600;1940.379;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;56;5700;5700;1976.253;100;1;1;1.0;1.0;1.0;2.8641730487474213;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;56;5700;5700;1978.157;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;56;5700;5700;1976.298;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;57;5800;5800;2011.994;100;1;1;1.0;1.0;1.0;2.8641730487474213;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;57;5800;5800;2013.653;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;57;5800;5800;2011.974;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;58;5900;5900;2047.978;100;1;1;1.0;1.0;1.0;2.8641730487474213;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;58;5900;5900;2048.542;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;58;5900;5900;2046.667;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;59;6000;6000;2083.933;100;1;1;1.0;1.0;1.0;2.8641730487474213;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;59;6000;6000;2083.94;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;59;6000;6000;2082.085;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;60;6100;6100;2117.552;100;1;1;1.0;1.0;1.0;2.8641730487474213;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;60;6100;6100;2119.147;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;60;6100;6100;2117.927;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;61;6200;6200;2153.62;100;1;1;1.0;1.0;1.0;2.8641730487474213;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;61;6200;6200;2155.389;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;61;6200;6200;2155.471;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;62;6300;6300;2191.48;100;1;1;1.0;1.0;1.0;2.8641730487474213;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;62;6300;6300;2193.375;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;62;6300;6300;2191.772;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;63;6400;6400;2227.278;100;1;1;1.0;1.0;1.0;2.8641730487474213;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;63;6400;6400;2229.067;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;63;6400;6400;2227.58;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;64;6500;6500;2264.315;100;1;1;1.0;1.0;1.0;2.8641730487474213;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;64;6500;6500;2265.414;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;64;6500;6500;2262.623;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;65;6600;6600;2299.622;100;1;1;1.0;1.0;1.0;2.8641730487474213;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;65;6600;6600;2300.099;100;1;1;1.0;1.0;1.0;2.753117082037419;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";5;1;65;6600;6600;2297.899;100;1;1;1.0;1.0;1.0;2.8088320232581903;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";3;1;66;6700;6700;2334.409;100;1;1;1.0;1.0;1.0;2.8802697637369796;57
"ds.num.mlp(innerLayerRatio=0.65;nOfInnerLayers=1.0)";4;1;66;6700;6700;2336.23;100;1;1;1.0;1.0;1.0;2.753117082037419;57
