ro-ea.m.mlpMRF-005-01.txt data-ro-ga-1-001.txt
ro-ea.m.mlpMRF-006-02.txt data-ro-ga-1-001.txt
ro-ea.m.mlpMRF-007-03.txt data-ro-ga-1-001.txt
ro-ea.m.mlpMRF-008-04.txt data-ro-ga-1-001.txt
ro-ea.m.mlpMRF-009-05.txt data-ro-ga-1-001.txt
ro-3-ea.m.mlpMRF-293-04.txt data-ro-gp-3-010.txt 0.05683589456479659
ro-3-ea.m.mlpMRF-294-05.txt data-ro-gp-3-010.txt 0.38814166310054077
ro-3-ea.m.mlpMRF-305-01.txt data-ro-ographea-3-001.txt 0.009578984288187771
ro-3-ea.m.mlpMRF-306-02.txt data-ro-ographea-3-001.txt 0.004619339156248199
ro-3-ea.m.mlpMRF-307-03.txt data-ro-ographea-3-001.txt -4.168826745125681E-5
ro-3-ea.m.mlpMRF-308-04.txt data-ro-ographea-3-001.txt 0.004166948540668432
ro-3-ea.m.mlpMRF-309-05.txt data-ro-ographea-3-001.txt -0.0289444427608707
ro-3-ea.m.mlpMRF-320-01.txt data-ro-ographea-3-002.txt -0.0010505212462903078
ro-3-ea.m.mlpMRF-321-02.txt data-ro-ographea-3-002.txt 0.06369662938292593
ro-3-ea.m.mlpMRF-322-03.txt data-ro-ographea-3-002.txt 0.003991418575993932
ro-3-ea.m.mlpMRF-323-04.txt data-ro-ographea-3-002.txt 0.0017045601809589285
ro-3-ea.m.mlpMRF-324-05.txt data-ro-ographea-3-002.txt 0.0034772009367050384
ro-3-ea.m.mlpMRF-335-01.txt data-ro-ographea-3-003.txt 0.018208480230677896
ro-3-ea.m.mlpMRF-336-02.txt data-ro-ographea-3-003.txt 0.07741081639169242
ro-3-ea.m.mlpMRF-337-03.txt data-ro-ographea-3-003.txt 0.3128834123844247
ro-3-ea.m.mlpMRF-338-04.txt data-ro-ographea-3-003.txt 0.1789876073298498
ro-3-ea.m.mlpMRF-339-05.txt data-ro-ographea-3-003.txt 0.7196093883139744
ro-3-ea.m.mlpMRF-350-01.txt data-ro-ographea-3-004.txt 0.18195671448260142
ro-3-ea.m.mlpMRF-351-02.txt data-ro-ographea-3-004.txt -0.03799403766442374
ro-3-ea.m.mlpMRF-352-03.txt data-ro-ographea-3-004.txt -0.0037030176800848173
ro-3-ea.m.mlpMRF-353-04.txt data-ro-ographea-3-004.txt 0.03681785486552336
ro-3-ea.m.mlpMRF-354-05.txt data-ro-ographea-3-004.txt 0.0036359293259224977
ro-3-ea.m.mlpMRF-365-01.txt data-ro-ographea-3-005.txt 0.12654881748649732
ro-3-ea.m.mlpMRF-366-02.txt data-ro-ographea-3-005.txt -0.007077878689488453
ro-3-ea.m.mlpMRF-367-03.txt data-ro-ographea-3-005.txt 0.3195457959628765
ro-3-ea.m.mlpMRF-368-04.txt data-ro-ographea-3-005.txt 0.018965871142569073
ro-3-ea.m.mlpMRF-369-05.txt data-ro-ographea-3-005.txt 0.004673850011851071
ro-3-ea.m.mlpMRF-380-01.txt data-ro-ographea-3-006.txt 0.18261343758121854
ro-3-ea.m.mlpMRF-381-02.txt data-ro-ographea-3-006.txt -0.023888014853439565
ro-3-ea.m.mlpMRF-382-03.txt data-ro-ographea-3-006.txt 0.049911065378535645
ro-3-ea.m.mlpMRF-383-04.txt data-ro-ographea-3-006.txt -0.030458054845011694
ro-3-ea.m.mlpMRF-384-05.txt data-ro-ographea-3-006.txt 0.2792588200452268
ro-3-ea.m.mlpMRF-395-01.txt data-ro-ographea-3-007.txt 0.13668911769985265
ro-3-ea.m.mlpMRF-396-02.txt data-ro-ographea-3-007.txt 0.16607427932827218
ro-3-ea.m.mlpMRF-397-03.txt data-ro-ographea-3-007.txt 0.09796718942215651
ro-3-ea.m.mlpMRF-398-04.txt data-ro-ographea-3-007.txt 0.181742712537681
ro-3-ea.m.mlpMRF-399-05.txt data-ro-ographea-3-007.txt 0.2515090179739433
ro-3-ea.m.mlpMRF-410-01.txt data-ro-ographea-3-008.txt 0.0036728651757429224
ro-3-ea.m.mlpMRF-411-02.txt data-ro-ographea-3-008.txt -0.026251440790229588
ro-3-ea.m.mlpMRF-412-03.txt data-ro-ographea-3-008.txt -7.058398465419334E-4
ro-3-ea.m.mlpMRF-413-04.txt data-ro-ographea-3-008.txt -0.026181315100230012
ro-3-ea.m.mlpMRF-414-05.txt data-ro-ographea-3-008.txt 0.006451206633873885
ro-3-ea.m.mlpMRF-425-01.txt data-ro-ographea-3-009.txt 0.02721879840161932
ro-3-ea.m.mlpMRF-426-02.txt data-ro-ographea-3-009.txt 0.23310753100459836
ro-3-ea.m.mlpMRF-427-03.txt data-ro-ographea-3-009.txt -0.009961909327110725
ro-3-ea.m.mlpMRF-428-04.txt data-ro-ographea-3-009.txt 0.12720103990039508
ro-3-ea.m.mlpMRF-429-05.txt data-ro-ographea-3-009.txt 0.6051181028343973
ro-3-ea.m.mlpMRF-440-01.txt data-ro-ographea-3-010.txt 0.019356251957104203
ro-3-ea.m.mlpMRF-441-02.txt data-ro-ographea-3-010.txt 0.005314769768154124
ro-3-ea.m.mlpMRF-442-03.txt data-ro-ographea-3-010.txt 0.010170261833531612
ro-3-ea.m.mlpMRF-443-04.txt data-ro-ographea-3-010.txt -0.022724998619024224
ro-3-ea.m.mlpMRF-444-05.txt data-ro-ographea-3-010.txt 0.01562777100015067
